	type	location	distracted	time
45166	Angles	At Intersection	no	18.12
45167	Parked Car	Mid-Block	no	19.03
45168	Angles	At Intersection	no	19.68
45169	Rear Ended	Mid-Block	no	20.18
45170	Sideswipe	Mid-Block	no	21.0
45171	Parked Car	Mid-Block	no	21.28
45172	Angles	Mid-Block	no	21.3
45173	Angles	At Intersection	no	22.17
45174	Parked Car	Mid-Block	no	22.45
45175	Parked Car	Mid-Block	no	23.08
45176	Parked Car	Mid-Block	no	23.27
45177	Parked Car	Driveway Junction	no	23.6
45178	Parked Car	Mid-Block	no	2.0
45179	Rear Ended	Mid-Block	no	2.2
45180	Parked Car	Mid-Block	no	2.55
45181	Parked Car	Mid-Block	yes	2.93
45182	Parked Car	Mid-Block	no	3.08
45183	Pedestrian	Mid-Block	no	8.35
45184	Angles	At Intersection	no	11.45
45185	Rear Ended	Mid-Block	no	11.62
45186	Parked Car	Mid-Block	no	14.0
45187	Parked Car	Driveway Junction	no	16.18
45188	Parked Car	Mid-Block	no	16.53
45189	Pedestrian	Mid-Block	no	17.25
45190	Parked Car	Mid-Block	no	18.33
45191	Angles	At Intersection	no	23.27
45192	Rear Ended	Mid-Block	no	7.68
45193	Left Turn	Driveway Junction	no	7.85
45194	Left Turn	Mid-Block	no	9.65
45195	Cycles	At Intersection	no	10.35
45196	Angles	Mid-Block	yes	12.17
45197	Parked Car	Mid-Block	no	12.33
45198	Sideswipe	Mid-Block	no	12.38
45199	Angles	At Intersection	no	12.67
45200	Rear Ended	Mid-Block	no	13.0
45201	Sideswipe	Mid-Block	no	13.93
45202	Right Turn	At Intersection	no	14.67
45203	Rear Ended	Mid-Block	yes	15.05
45204	Rear Ended	Mid-Block	no	15.3
45205	Parked Car	Mid-Block	no	15.45
45206	Rear Ended	Mid-Block	yes	15.52
45207	Left Turn	Driveway Junction	no	16.52
45208	Sideswipe	At Intersection	no	16.78
45209	Angles	At Intersection	no	17.67
45210	Parked Car	Mid-Block	no	19.55
45211	Rear Ended	Mid-Block	no	19.7
45212	Rear Ended	Driveway Junction	no	19.97
45213	Parked Car	Mid-Block	no	21.0
45214	Angles	At Intersection	no	21.25
45215	Parked Car	Mid-Block	no	0.02
45216	Rear Ended	Mid-Block	no	7.02
45217	Right Turn	Mid-Block	no	8.77
45218	Rear Ended	Mid-Block	yes	9.5
45219	Angles	Driveway Junction	no	10.95
45220	Right Turn	At Intersection	no	11.1
45221	Parked Car	Mid-Block	no	12.0
45222	Cycles	Mid-Block	no	12.67
45223	Rear Ended	Mid-Block	yes	13.0
45224	Pedestrian	Mid-Block	no	13.47
45225	Angles	At Intersection	no	16.03
45226	Sideswipe	Mid-Block	no	16.35
45227	Rear Ended	Mid-Block	no	17.08
45228	Rear Ended	At Intersection	yes	17.77
45229	Rear Ended	Mid-Block	yes	18.22
45230	Angles	At Intersection	no	18.47
45231	Parked Car	Mid-Block	no	19.0
45232	Parked Car	Mid-Block	no	19.15
45233	Angles	At Intersection	no	19.42
45234	Parked Car	Mid-Block	no	20.0
45235	Left Turn	At Intersection	no	21.73
45236	Angles	At Intersection	no	22.27
45237	Sideswipe	Mid-Block	no	1.08
45238	Parked Car	Mid-Block	yes	1.77
45239	Parked Car	Mid-Block	no	6.43
45240	Left Turn	At Intersection	yes	7.28
45241	Left Turn	At Intersection	no	8.02
45242	Parked Car	Mid-Block	no	8.77
45243	Sideswipe	Ramp Junction	yes	9.8
45244	Angles	Driveway Junction	no	9.8
45245	Parked Car	Mid-Block	no	10.45
45246	Left Turn	At Intersection	no	10.47
45247	Parked Car	Mid-Block	no	10.75
45248	Pedestrian	At Intersection	no	11.2
45249	Sideswipe	At Intersection	no	11.9
45250	Rear Ended	Mid-Block	no	12.97
45251	Cycles	At Intersection	no	15.47
45252	Right Turn	Mid-Block	no	15.62
45253	Parked Car	Mid-Block	yes	15.92
45254	Rear Ended	Mid-Block	no	16.17
45255	Rear Ended	Mid-Block	no	16.97
45256	Parked Car	Mid-Block	no	17.2
45257	Sideswipe	Mid-Block	no	17.22
45258	Rear Ended	Mid-Block	no	18.2
45259	Rear Ended	Mid-Block	yes	18.47
45260	Rear Ended	Mid-Block	no	18.5
45261	Angles	At Intersection	no	19.05
45262	Parked Car	Driveway Junction	no	20.18
45263	Parked Car	Mid-Block	no	22.32
45264	Left Turn	Driveway Junction	no	0.55
45265	Parked Car	Mid-Block	no	3.78
45266	Right Turn	Driveway Junction	no	7.75
45267	Pedestrian	At Intersection	no	8.08
45268	Rear Ended	Mid-Block	no	9.17
45269	Angles	Driveway Junction	no	9.47
45270	Rear Ended	Mid-Block	no	9.62
45271	Parked Car	Mid-Block	no	11.32
45272	Parked Car	Mid-Block	yes	11.62
45273	Sideswipe	Mid-Block	no	11.85
45274	Rear Ended	Mid-Block	no	12.93
45275	Parked Car	Mid-Block	no	13.07
45276	Sideswipe	Mid-Block	no	13.8
45277	Rear Ended	Mid-Block	no	13.83
45278	Sideswipe	At Intersection	no	14.0
45279	Parked Car	Mid-Block	yes	14.75
45280	Rear Ended	Mid-Block	no	14.88
45281	Sideswipe	Mid-Block	yes	15.35
45282	Cycles	At Intersection	no	15.43
45283	Parked Car	Mid-Block	yes	15.92
45284	Parked Car	Mid-Block	no	16.08
45285	Cycles	Mid-Block	no	16.42
45286	Rear Ended	Mid-Block	no	16.48
45287	Parked Car	Mid-Block	yes	17.13
45288	Rear Ended	Mid-Block	no	17.62
45289	Parked Car	Mid-Block	no	19.4
45290	Angles	At Intersection	no	19.75
45291	Parked Car	Mid-Block	no	22.42
45292	Parked Car	Mid-Block	no	23.62
45293	Sideswipe	At Intersection	no	23.63
45294	Parked Car	Mid-Block	no	1.73
45295	Pedestrian	At Intersection	no	1.85
45296	Parked Car	Mid-Block	no	1.93
45297	Cycles	At Intersection	no	6.02
45298	Angles	At Intersection	no	7.52
45299	Rear Ended	Mid-Block	no	7.98
45300	Angles	Driveway Junction	no	8.82
45301	Left Turn	At Intersection	no	9.18
45302	Pedestrian	At Intersection	no	10.5
45303	Head On	Mid-Block	no	12.57
45304	Left Turn	Mid-Block	yes	12.85
45305	Left Turn	At Intersection	no	13.53
45306	Angles	At Intersection	no	15.38
45307	Angles	At Intersection	no	15.67
45308	Left Turn	Driveway Junction	no	16.43
45309	Cycles	At Intersection	no	17.22
45310	Angles	At Intersection	no	17.5
45311	Left Turn	At Intersection	no	19.33
45312	Left Turn	At Intersection	no	19.42
45313	Sideswipe	Mid-Block	no	20.57
45314	Parked Car	Mid-Block	no	21.1
45315	Left Turn	At Intersection	no	21.53
45316	Parked Car	Mid-Block	no	22.5
45317	Head On	Driveway Junction	no	23.43
45318	Parked Car	Mid-Block	no	0.72
45319	Angles	Mid-Block	no	1.83
45320	Rear Ended	At Intersection	yes	8.83
45321	Sideswipe	Mid-Block	no	11.75
45322	Parked Car	Mid-Block	yes	13.23
45323	Rear Ended	Mid-Block	no	13.92
45324	Rear Ended	Mid-Block	no	14.03
45325	Angles	At Intersection	no	14.03
45326	Angles	At Intersection	no	14.8
45327	Rear Ended	At Intersection	yes	14.98
45328	Rear Ended	At Intersection	yes	15.02
45329	Left Turn	At Intersection	no	15.05
45330	Angles	At Intersection	no	15.33
45331	Left Turn	At Intersection	no	15.42
45332	Rear Ended	Mid-Block	no	15.55
45333	Parked Car	Mid-Block	yes	17.03
45334	Sideswipe	Mid-Block	no	17.52
45335	Pedestrian	At Intersection	no	17.65
45336	Rear Ended	Mid-Block	no	18.32
45337	Parked Car	Mid-Block	no	18.67
45338	Angles	At Intersection	no	20.18
45339	Parked Car	Mid-Block	no	22.57
45340	Pedestrian	At Intersection	no	23.63
45341	Parked Car	Mid-Block	yes	1.0
45342	Parked Car	Mid-Block	no	2.73
45343	Parked Car	Mid-Block	no	3.83
45344	Angles	At Intersection	no	5.07
45345	Angles	At Intersection	no	6.55
45346	Angles	At Intersection	no	6.9
45347	Rear Ended	At Intersection	no	10.0
45348	Sideswipe	At Intersection	no	10.75
45349	Rear Ended	Mid-Block	no	12.23
45350	Parked Car	Mid-Block	no	12.5
45351	Parked Car	Mid-Block	no	13.0
45352	Sideswipe	At Intersection	no	13.67
45353	Sideswipe	Mid-Block	no	13.72
45354	Angles	At Intersection	no	14.77
45355	Parked Car	Mid-Block	no	15.0
45356	Rear Ended	Mid-Block	yes	15.87
45357	Cycles	At Intersection	no	16.03
45358	Parked Car	Mid-Block	no	18.6
45359	Rear Ended	Mid-Block	no	19.53
45360	Parked Car	Mid-Block	no	19.78
45361	Parked Car	Mid-Block	no	23.92
45362	Parked Car	Mid-Block	no	0.72
45363	Parked Car	Mid-Block	no	0.72
45364	Parked Car	Mid-Block	no	0.75
45365	Parked Car	At Intersection	no	3.35
45366	Sideswipe	At Intersection	no	9.57
45367	Cycles	At Intersection	no	9.65
45368	Angles	Driveway Junction	no	10.0
45369	Rear Ended	Mid-Block	yes	11.85
45370	Angles	Driveway Junction	no	11.9
45371	Rear Ended	Mid-Block	no	12.33
45372	Cycles	At Intersection	no	12.43
45373	Parked Car	Mid-Block	no	12.68
45374	Sideswipe	Mid-Block	no	12.7
45375	Parked Car	Mid-Block	yes	13.08
45376	Rear Ended	Mid-Block	yes	14.0
45377	Left Turn	Driveway Junction	no	14.3
45378	Sideswipe	Mid-Block	no	14.92
45379	Parked Car	Mid-Block	no	15.5
45380	Angles	At Intersection	no	15.62
45381	Rear Ended	Mid-Block	no	16.05
45382	Parked Car	Mid-Block	yes	17.0
45383	Angles	At Intersection	no	19.32
45384	Rear Ended	Mid-Block	no	19.67
45385	Pedestrian	Driveway Junction	no	19.75
45386	Parked Car	Mid-Block	no	20.08
45387	Parked Car	Mid-Block	no	22.58
45388	Parked Car	Mid-Block	no	22.92
45389	Parked Car	Mid-Block	no	1.0
45390	Parked Car	Mid-Block	no	4.1
45391	Left Turn	At Intersection	no	7.43
45392	Sideswipe	Mid-Block	no	7.5
45393	Left Turn	At Intersection	no	7.83
45394	Cycles	At Intersection	no	8.25
45395	Sideswipe	Mid-Block	no	8.88
45396	Left Turn	At Intersection	no	10.47
45397	Sideswipe	Mid-Block	no	10.5
45398	Angles	At Intersection	no	11.7
45399	Rear Ended	Mid-Block	yes	11.92
45400	Angles	At Intersection	no	11.97
45401	Angles	Mid-Block	no	12.8
45402	Angles	At Intersection	no	13.98
45403	Angles	At Intersection	no	14.1
45404	Parked Car	Mid-Block	yes	15.83
45405	Rear Ended	Mid-Block	yes	16.32
45406	Cycles	At Intersection	no	17.08
45407	Left Turn	Driveway Junction	no	17.5
45408	Angles	At Intersection	no	17.92
45409	Cycles	Mid-Block	no	17.97
45410	Angles	Driveway Junction	no	18.42
45411	Head On	Mid-Block	no	21.37
45412	Rear Ended	Mid-Block	no	21.92
45413	Angles	At Intersection	no	23.25
45414	Parked Car	Mid-Block	no	23.92
45415	Angles	At Intersection	no	1.17
45416	Parked Car	Mid-Block	no	6.5
45417	Sideswipe	Mid-Block	no	7.83
45418	Angles	At Intersection	yes	8.7
45419	Sideswipe	Mid-Block	no	9.67
45420	Sideswipe	Mid-Block	no	10.35
45421	Angles	At Intersection	no	11.0
45422	Parked Car	Mid-Block	yes	11.1
45423	Parked Car	Driveway Junction	no	12.23
45424	Rear Ended	Mid-Block	no	12.6
45425	Sideswipe	Mid-Block	no	12.65
45426	Rear Ended	Mid-Block	no	12.88
45427	Rear Ended	Mid-Block	yes	12.88
45428	Angles	Driveway Junction	no	13.18
45429	Sideswipe	Mid-Block	no	14.33
45430	Rear Ended	Mid-Block	no	15.5
45431	Parked Car	Mid-Block	yes	15.67
45432	Cycles	Driveway Junction	no	16.2
45433	Parked Car	Mid-Block	no	16.52
45434	Sideswipe	Mid-Block	no	17.5
45435	Rear Ended	Mid-Block	yes	18.1
45436	Angles	Driveway Junction	no	18.1
45437	Cycles	Driveway Junction	no	18.1
45438	Left Turn	Mid-Block	no	18.25
45439	Rear Ended	Mid-Block	no	18.53
45440	Rear Ended	Mid-Block	yes	19.75
45441	Cycles	Mid-Block	no	20.0
45442	Parked Car	Mid-Block	no	23.12
45443	Angles	At Intersection	no	6.07
45444	Cycles	Mid-Block	no	6.3
45445	Left Turn	At Intersection	no	9.82
45446	Pedestrian	At Intersection	no	10.03
45447	Rear Ended	Mid-Block	no	10.55
45448	Parked Car	Mid-Block	no	11.17
45449	Cycles	Mid-Block	no	12.95
45450	Left Turn	Mid-Block	no	13.0
45451	Sideswipe	Mid-Block	no	15.08
45452	Angles	At Intersection	no	15.48
45453	Rear Ended	Mid-Block	yes	17.13
45454	Parked Car	Mid-Block	no	18.17
45455	Left Turn	At Intersection	no	19.87
45456	Left Turn	Mid-Block	no	19.97
45457	Parked Car	Mid-Block	no	21.33
45458	Left Turn	At Intersection	no	22.22
45459	Parked Car	Mid-Block	no	0.18
45460	Parked Car	Mid-Block	no	2.23
45461	Pedestrian	At Intersection	no	7.37
45462	Parked Car	Mid-Block	yes	7.58
45463	Right Turn	Mid-Block	no	8.0
45464	Sideswipe	Mid-Block	no	8.08
45465	Cycles	At Intersection	no	8.43
45466	Sideswipe	Mid-Block	no	8.72
45467	Rear Ended	Mid-Block	no	9.42
45468	Parked Car	Mid-Block	no	11.0
45469	Cycles	Mid-Block	no	13.45
45470	Rear Ended	At Intersection	no	13.72
45471	Sideswipe	Mid-Block	no	14.1
45472	Angles	At Intersection	no	14.23
45473	Left Turn	At Intersection	no	14.23
45474	Left Turn	At Intersection	no	14.4
45475	Angles	At Intersection	no	14.43
45476	Rear Ended	Mid-Block	no	14.47
45477	Rear Ended	Mid-Block	yes	14.57
45478	Parked Car	Mid-Block	no	15.5
45479	Left Turn	At Intersection	no	15.53
45480	Parked Car	Mid-Block	no	15.63
45481	Rear Ended	Mid-Block	no	16.1
45482	Angles	At Intersection	no	16.13
45483	Left Turn	At Intersection	no	17.15
45484	Rear Ended	Mid-Block	yes	18.38
45485	Sideswipe	Mid-Block	no	20.27
45486	Cycles	At Intersection	no	20.35
45487	Parked Car	Mid-Block	no	23.0
45488	Parked Car	Mid-Block	no	2.17
45489	Parked Car	Mid-Block	no	6.23
45490	Left Turn	At Intersection	no	7.43
45491	Angles	At Intersection	no	9.0
45492	Rear Ended	At Intersection	no	10.0
45493	Parked Car	Mid-Block	no	11.15
45494	Rear Ended	At Intersection	no	13.03
45495	Parked Car	Mid-Block	no	13.15
45496	Parked Car	Mid-Block	no	13.5
45497	Cycles	At Intersection	no	13.55
45498	Angles	At Intersection	no	13.83
45499	Pedestrian	At Intersection	yes	14.68
45500	Angles	At Intersection	no	15.83
45501	Angles	Mid-Block	no	17.1
45502	Angles	Mid-Block	no	17.12
45503	Angles	At Intersection	no	19.48
45504	Parked Car	Mid-Block	yes	19.68
45505	Rear Ended	Mid-Block	no	20.42
45506	Left Turn	At Intersection	no	0.82
45507	Parked Car	Mid-Block	no	2.58
45508	Sideswipe	Mid-Block	no	7.67
45509	Sideswipe	Mid-Block	no	9.67
45510	Left Turn	At Intersection	no	12.0
45511	Angles	At Intersection	no	12.1
45512	Parked Car	At Intersection	no	12.43
45513	Angles	At Intersection	no	13.73
45514	Parked Car	Mid-Block	no	13.97
45515	Left Turn	At Intersection	no	16.25
45516	Sideswipe	Mid-Block	no	17.37
45517	Angles	At Intersection	no	17.42
45518	Cycles	Mid-Block	no	18.93
45519	Parked Car	Mid-Block	no	19.5
45520	Angles	At Intersection	no	19.85
45521	Pedestrian	At Intersection	no	21.43
45522	Left Turn	At Intersection	no	21.43
45523	Parked Car	Mid-Block	yes	23.93
45524	Parked Car	At Intersection	no	3.28
45525	Angles	At Intersection	no	8.0
45526	Parked Car	Mid-Block	no	10.5
45527	Angles	Mid-Block	no	11.93
45528	Sideswipe	Mid-Block	yes	12.25
45529	Angles	At Intersection	no	14.4
45530	Rear Ended	Mid-Block	yes	16.3
45531	Rear Ended	Mid-Block	no	16.5
45532	Left Turn	At Intersection	no	16.57
45533	Sideswipe	Mid-Block	no	22.5
45534	Cycles	Mid-Block	no	22.62
45535	Parked Car	Mid-Block	no	23.08
45536	Rear Ended	Mid-Block	no	23.57
45537	Head On	Mid-Block	no	0.18
45538	Sideswipe	At Intersection	no	0.4
45539	Left Turn	At Intersection	no	1.33
45540	Parked Car	Mid-Block	no	2.67
45541	Cycles	At Intersection	no	8.15
45542	Rear Ended	At Intersection	no	8.25
45543	Cycles	Mid-Block	no	8.73
45544	Sideswipe	Mid-Block	no	9.0
45545	Parked Car	Mid-Block	no	9.33
45546	Left Turn	Driveway Junction	no	10.78
45547	Rear Ended	Mid-Block	no	12.3
45548	Angles	At Intersection	yes	12.92
45549	Parked Car	Mid-Block	no	13.28
45550	Parked Car	Mid-Block	no	14.78
45551	Sideswipe	Mid-Block	no	16.17
45552	Cycles	At Intersection	no	16.9
45553	Head On	Mid-Block	no	17.52
45554	Rear Ended	At Intersection	no	17.53
45555	Parked Car	Mid-Block	yes	17.75
45556	Head On	Mid-Block	no	19.53
45557	Rear Ended	Mid-Block	no	19.65
45558	Parked Car	Mid-Block	no	20.67
45559	Rear Ended	Mid-Block	no	22.88
45560	Parked Car	Mid-Block	no	1.33
45561	Parked Car	Mid-Block	no	6.75
45562	Sideswipe	Mid-Block	no	6.77
45563	Angles	At Intersection	no	6.97
45564	Parked Car	Mid-Block	no	8.5
45565	Angles	At Intersection	no	8.58
45566	Angles	At Intersection	no	8.87
45567	Angles	At Intersection	no	9.02
45568	Left Turn	At Intersection	no	9.23
45569	Left Turn	At Intersection	no	9.42
45570	Parked Car	Mid-Block	no	9.92
45571	Parked Car	Mid-Block	yes	11.1
45572	Angles	At Intersection	no	12.35
45573	Left Turn	Mid-Block	yes	12.67
45574	Rear Ended	Mid-Block	yes	13.37
45575	Angles	Mid-Block	no	14.0
45576	Parked Car	Mid-Block	no	14.42
45577	Rear Ended	Mid-Block	no	15.33
45578	Sideswipe	Mid-Block	no	15.98
45579	Rear Ended	Mid-Block	no	16.08
45580	Left Turn	At Intersection	no	16.4
45581	Rear Ended	Mid-Block	no	16.48
45582	Rear Ended	Mid-Block	no	16.93
45583	Parked Car	Mid-Block	no	17.52
45584	Angles	At Intersection	no	18.8
45585	Rear Ended	Mid-Block	no	22.13
45586	Parked Car	Mid-Block	no	2.5
45587	Angles	At Intersection	no	5.42
45588	Rear Ended	Mid-Block	no	9.02
45589	Sideswipe	At Intersection	no	10.83
45590	Sideswipe	Mid-Block	no	11.02
45591	Sideswipe	Mid-Block	no	11.05
45592	Sideswipe	Mid-Block	no	11.32
45593	Left Turn	At Intersection	no	11.92
45594	Parked Car	Mid-Block	no	12.0
45595	Parked Car	Mid-Block	no	12.0
45596	Cycles	At Intersection	no	12.27
45597	Sideswipe	At Intersection	no	13.0
45598	Angles	Mid-Block	no	13.75
45599	Angles	At Intersection	no	14.83
45600	Parked Car	Driveway Junction	no	15.18
45601	Angles	At Intersection	no	16.45
45602	Rear Ended	Mid-Block	no	16.75
45603	Rear Ended	Mid-Block	no	17.68
45604	Parked Car	Mid-Block	no	19.22
45605	Angles	At Intersection	no	9.2
45606	Parked Car	Mid-Block	yes	10.88
45607	Pedestrian	Mid-Block	no	11.12
45608	Sideswipe	Mid-Block	no	11.67
45609	Rear Ended	Mid-Block	yes	11.97
45610	Angles	At Intersection	no	12.22
45611	Left Turn	At Intersection	no	12.9
45612	Sideswipe	At Intersection	no	12.98
45613	Angles	At Intersection	no	13.07
45614	Right Turn	At Intersection	no	13.95
45615	Parked Car	Mid-Block	yes	14.02
45616	Parked Car	Mid-Block	yes	14.5
45617	Angles	At Intersection	no	14.5
45618	Cycles	At Intersection	yes	14.67
45619	Rear Ended	Mid-Block	no	15.15
45620	Left Turn	Mid-Block	no	15.3
45621	Rear Ended	Mid-Block	no	15.93
45622	Parked Car	At Intersection	no	16.75
45623	Rear Ended	Mid-Block	no	16.83
45624	Sideswipe	Mid-Block	no	17.0
45625	Angles	At Intersection	no	17.53
45626	Rear Ended	Mid-Block	no	17.92
45627	Angles	Mid-Block	no	20.0
45628	Parked Car	At Intersection	no	22.37
45629	Parked Car	Mid-Block	no	1.0
45630	Parked Car	Mid-Block	no	9.0
45631	Angles	At Intersection	no	9.67
45632	Angles	Driveway Junction	no	11.52
45633	Rear Ended	At Intersection	yes	11.67
45634	Angles	At Intersection	no	13.67
45635	Angles	At Intersection	no	16.75
45636	Cycles	Mid-Block	no	17.82
45637	Angles	At Intersection	no	18.87
45638	Pedestrian	At Intersection	no	19.58
45639	Rear Ended	Mid-Block	no	22.0
45640	Parked Car	Mid-Block	no	23.33
45641	Parked Car	Mid-Block	no	1.5
45642	Angles	At Intersection	no	2.3
45643	Sideswipe	Mid-Block	no	2.5
45644	Rear Ended	Mid-Block	yes	12.33
45645	Sideswipe	Mid-Block	no	12.47
45646	Rear Ended	Mid-Block	no	12.58
45647	Left Turn	At Intersection	no	13.13
45648	Sideswipe	Mid-Block	no	13.33
45649	Rear Ended	Mid-Block	yes	14.93
45650	Parked Car	Mid-Block	no	15.33
45651	Angles	At Intersection	no	16.98
45652	Rear Ended	Mid-Block	no	17.4
45653	Parked Car	Mid-Block	no	19.23
45654	Angles	At Intersection	no	19.63
45655	Rear Ended	Mid-Block	no	20.35
45656	Angles	At Intersection	no	20.75
45657	Pedestrian	At Intersection	no	21.58
45658	Parked Car	Mid-Block	no	23.12
45659	Sideswipe	Mid-Block	no	23.5
45660	Angles	At Intersection	no	2.57
45661	Rear Ended	Mid-Block	no	8.3
45662	Sideswipe	Mid-Block	no	10.27
45663	Parked Car	At Intersection	no	11.33
45664	Parked Car	Mid-Block	no	12.0
45665	Cycles	At Intersection	no	12.27
45666	Parked Car	Mid-Block	no	12.5
45667	Sideswipe	Mid-Block	no	13.5
45668	Angles	At Intersection	no	14.58
45669	Rear Ended	Mid-Block	no	15.35
45670	Parked Car	Mid-Block	no	15.62
45671	Angles	At Intersection	no	16.7
45672	Rear Ended	Mid-Block	no	16.95
45673	Parked Car	Mid-Block	no	16.98
45674	Rear Ended	Mid-Block	yes	17.12
45675	Angles	At Intersection	no	17.58
45676	Parked Car	Mid-Block	no	21.85
45677	Sideswipe	At Intersection	no	22.15
45678	Angles	At Intersection	no	8.58
45679	Rear Ended	At Intersection	no	9.07
45680	Rear Ended	Mid-Block	no	9.58
45681	Parked Car	Mid-Block	no	12.0
45682	Sideswipe	Mid-Block	no	13.45
45683	Angles	At Intersection	no	13.52
45684	Rear Ended	Mid-Block	no	13.67
45685	Rear Ended	Mid-Block	no	15.5
45686	Angles	Mid-Block	no	16.68
45687	Parked Car	Mid-Block	yes	18.23
45688	Rear Ended	Mid-Block	yes	18.42
45689	Cycles	At Intersection	no	18.8
45690	Sideswipe	Mid-Block	no	18.95
45691	Parked Car	Mid-Block	no	19.0
45692	Angles	At Intersection	no	19.5
45693	Parked Car	Mid-Block	no	21.5
45694	Angles	At Intersection	no	21.5
45695	Parked Car	Mid-Block	no	3.45
45696	Parked Car	At Intersection	no	7.0
45697	Rear Ended	Mid-Block	yes	7.2
45698	Rear Ended	Mid-Block	yes	7.92
45699	Parked Car	Mid-Block	yes	7.98
45700	Angles	At Intersection	no	8.05
45701	Rear Ended	Mid-Block	no	8.75
45702	Sideswipe	At Intersection	no	10.65
45703	Left Turn	Mid-Block	no	11.9
45704	Sideswipe	At Intersection	no	12.0
45705	Angles	At Intersection	no	12.5
45706	Sideswipe	Mid-Block	no	13.32
45707	Angles	At Intersection	yes	15.23
45708	Left Turn	Mid-Block	no	15.47
45709	Angles	At Intersection	no	16.35
45710	Cycles	At Intersection	no	16.83
45711	Angles	At Intersection	no	19.92
45712	Angles	Mid-Block	no	20.93
45713	Cycles	At Intersection	no	6.13
45714	Rear Ended	Mid-Block	no	7.98
45715	Left Turn	At Intersection	no	9.0
45716	Rear Ended	Mid-Block	yes	9.08
45717	Parked Car	Mid-Block	no	9.92
45718	Angles	At Intersection	no	10.22
45719	Rear Ended	Mid-Block	yes	10.27
45720	Pedestrian	At Intersection	no	11.07
45721	Angles	At Intersection	no	12.17
45722	Angles	Mid-Block	no	12.68
45723	Rear Ended	Mid-Block	no	12.85
45724	Rear Ended	Mid-Block	no	14.05
45725	Right Turn	Mid-Block	no	16.57
45726	Left Turn	At Intersection	no	17.22
45727	Sideswipe	Mid-Block	no	17.58
45728	Angles	At Intersection	no	17.7
45729	Cycles	At Intersection	no	17.8
45730	Left Turn	At Intersection	no	19.62
45731	Parked Car	Mid-Block	no	19.72
45732	Parked Car	Mid-Block	no	0.68
45733	Cycles	At Intersection	no	1.58
45734	Left Turn	At Intersection	no	8.82
45735	Left Turn	At Intersection	no	10.75
45736	Pedestrian	At Intersection	no	11.15
45737	Parked Car	Mid-Block	no	12.03
45738	Rear Ended	Mid-Block	no	13.08
45739	Angles	At Intersection	no	13.78
45740	Sideswipe	Mid-Block	no	14.12
45741	Angles	At Intersection	no	14.42
45742	Parked Car	Driveway Junction	no	14.5
45743	Angles	Driveway Junction	no	15.3
45744	Rear Ended	At Intersection	yes	16.75
45745	Angles	Driveway Junction	yes	17.2
45746	Pedestrian	Mid-Block	no	17.45
45747	Sideswipe	Mid-Block	no	18.07
45748	Rear Ended	At Intersection	no	18.47
45749	Angles	Mid-Block	no	18.58
45750	Parked Car	Mid-Block	no	20.08
45751	Right Turn	At Intersection	no	20.27
45752	Parked Car	Mid-Block	no	20.32
45753	Parked Car	Mid-Block	no	22.57
45754	Cycles	Mid-Block	no	0.6
45755	Angles	At Intersection	no	10.0
45756	Parked Car	Mid-Block	no	10.5
45757	Angles	At Intersection	no	10.93
45758	Angles	At Intersection	no	10.97
45759	Rear Ended	Driveway Junction	no	11.3
45760	Rear Ended	Mid-Block	yes	12.68
45761	Parked Car	Mid-Block	no	12.78
45762	Rear Ended	Mid-Block	no	13.6
